"candidate_term","candidate_token","neighbor_count","seed_count","seed_terms","concept_groups","query_statuses","best_rank","max_similarity","mean_similarity","review_decision","include_v2","review_notes","review_priority","suggested_review_group","auto_screen_confidence","auto_screen_reason"
"ai-enabled","ai-enabled","1198","18","AI application;AI applications;AI capabilities;AI integration;AI solutions;AI technologies;AI technology;AI tool;AI tools;Generative AI technology;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;computer vision;generative artificial intelligence;machine learning;natural language processing;robotic process automation","ai_activity;ai_methods;ai_technology;automation_robotics;core_ai;gen_ai","exact_key","8","0.785959","0.707641","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"gpt3","gpt3","7","18","AI model;AI models;ChatGPT;GPT-3;GPT-4;Generative AI;Generative AI models;Generative AI technologies;Generative AI tools;LLM;LLMs;NLP;large language model;large language models;neural network;neural networks;reinforcement learning;supervised learning","ai_methods;ai_technology;core_ai;gen_ai","exact_key","3","0.768703","0.709327","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"deep learning-based","deep_learning-based","39","18","AI application;AI integration;AI model;AI technologies;AI technology;AI tool;NLP;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;computer vision;deep learning;generative artificial intelligence;image recognition;machine learning;natural language processing;neural network;reinforcement learning","ai_activity;ai_methods;ai_technology;core_ai;gen_ai","exact_key","3","0.755408","0.695066","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"ai-powered","ai-powered","2339","17","AI capabilities;AI integration;AI model;AI solutions;AI technologies;AI technology;AI tool;AI tools;Generative AI;Generative AI technology;NLP;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;image recognition;machine learning;natural language processing","ai_activity;ai_methods;ai_technology;core_ai;gen_ai","exact_key","2","0.798902","0.708161","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"pretrained models","pretrained_models","78","17","AI application;AI model;AI models;AI skills;ChatGPT;GPT-4;Generative AI models;Generative AI technologies;Generative AI tools;LLM;LLMs;deep learning;large language model;large language models;neural networks;reinforcement learning;supervised learning","ai_methods;ai_technology;ai_workforce;core_ai;gen_ai","exact_key","3","0.770889","0.702383","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"chatgpts","chatgpts","13","17","AI adoption;AI investment;AI skills;ChatGPT;GPT-3;GPT-4;Generative AI;Generative AI models;Generative AI technologies;Generative AI technology;Generative AI tools;LLM;LLMs;generative artificial intelligence;large language model;large language models;supervised learning","ai_activity;ai_methods;ai_workforce;gen_ai","exact_key","8","0.737897","0.687734","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"machine learning algorithms","machine_learning_algorithms","952","15","AI capabilities;AI model;AI models;AI technologies;AI technology;AI tools;artificial intelligence;computer vision;deep learning;image recognition;machine learning;natural language processing;neural network;neural networks;reinforcement learning","ai_activity;ai_methods;ai_technology;core_ai","exact_key","2","0.875958","0.743165","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"chatgpt-4","chatgpt-4","13","15","AI investments;AI models;AI skills;ChatGPT;GPT-3;GPT-4;Generative AI;Generative AI models;Generative AI technologies;Generative AI technology;Generative AI tools;LLM;LLMs;large language model;large language models","ai_activity;ai_technology;ai_workforce;gen_ai","exact_key","12","0.739950","0.693073","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"openai","openai","1011","13","AI investment;ChatGPT;GPT-3;GPT-4;Generative AI;Generative AI models;Generative AI technologies;Generative AI technology;Generative AI tools;LLM;LLMs;large language model;large language models","ai_activity;gen_ai","exact_key","5","0.794116","0.707671","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"llm's","llm's","18","13","AI models;AI skills;AI solutions;AI tools;Generative AI models;Generative AI technologies;Generative AI technology;Generative AI tools;LLM;LLMs;generative artificial intelligence;large language model;large language models","ai_activity;ai_technology;ai_workforce;gen_ai","exact_key","1","0.777204","0.700695","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"ai-driven","ai-driven","2791","13","AI capabilities;AI integration;AI solutions;AI technologies;AI technology;AI tools;Generative AI;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;generative artificial intelligence;machine learning;natural language processing","ai_activity;ai_methods;ai_technology;core_ai;gen_ai","exact_key","9","0.774076","0.706340","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"text-to-image","text-to-image","16","13","AI application;AI model;AI models;GPT-3;GPT-4;Generative AI models;Generative AI technology;Generative AI tools;LLM;artificial intelligence technology;generative artificial intelligence;large language models;reinforcement learning","ai_methods;ai_technology;core_ai;gen_ai","exact_key","13","0.737531","0.676579","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"conversational ai","conversational_ai","940","12","AI capabilities;AI solutions;AI technologies;AI technology;Generative AI;Generative AI technology;NLP;artificial intelligence;generative artificial intelligence;large language models;natural language processing;robotic process automation","ai_activity;ai_methods;ai_technology;automation_robotics;core_ai;gen_ai","exact_key","6","0.772963","0.702021","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"natural-language","natural-language","11","12","AI technologies;AI technology;NLP;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;computer vision;deep learning;image recognition;machine learning;natural language processing;supervised learning","ai_methods;ai_technology;core_ai","exact_key","11","0.728972","0.697694","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"cognitive computing","cognitive_computing","325","11","AI capabilities;AI technologies;AI tools;Generative AI;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;generative artificial intelligence;machine learning;natural language processing;robotic process automation","ai_activity;ai_methods;ai_technology;automation_robotics;core_ai;gen_ai","exact_key","8","0.802353","0.706436","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"neural nets","neural_nets","118","10","AI model;AI models;computer vision;deep learning;image recognition;large language models;neural network;neural networks;reinforcement learning;supervised learning","ai_methods;ai_technology;core_ai;gen_ai","exact_key","4","0.790112","0.712332","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"xgboost","xgboost","19","10","AI model;AI models;GPT-3;GPT-4;deep learning;image recognition;neural network;neural networks;reinforcement learning;supervised learning","ai_methods;ai_technology;core_ai;gen_ai","exact_key","2","0.783441","0.691611","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"artificial intelligent","artificial_intelligent","151","10","AI technologies;AI technology;AI tool;artificial intelligence;artificial intelligence technology;computer vision;image recognition;machine learning;natural language processing;robotic process automation","ai_methods;ai_technology;automation_robotics;core_ai","exact_key","10","0.776349","0.701585","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"artificial intelligence algorithms","artificial_intelligence_algorithms","162","10","AI models;AI technologies;AI technology;AI tools;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;machine learning;natural language processing;neural networks","ai_methods;ai_technology;core_ai","exact_key","16","0.754533","0.700945","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"copilots","copilots","221","10","AI models;AI tools;ChatGPT;Generative AI;Generative AI technology;Generative AI tools;LLM;LLMs;large language model;large language models","ai_technology;gen_ai","exact_key","17","0.722610","0.692874","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"chat gpt","chat_gpt","163","9","ChatGPT;GPT-3;GPT-4;Generative AI;Generative AI technology;LLM;LLMs;large language model;large language models","gen_ai","exact_key","4","0.806320","0.706309","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
